sentence,aspect,polarity,LLM_aspect
این گوشی کلا همه نقاطش عالیه و حرف نداره بجز قیمت گران هیچ ایرادی نمیشه گرفت ازش ولی بگم که مردم ما دنبال هوآوی معمولا وقتی میرن که نخوان پول برند بدن پس در این صورت نتیجه میگیریم که بجای این اپل میگیرن با این قیمت. ,قیمت,negative,"['گوشی: Positive', 'قیمت: Negative']"
این گوشی کلکسیونی از امکانات خوب گوشیهای دیگه س واقعا روشن خاموش کردن گوشی بدون دکمه با دوبار کلیک روی صفحه اثر انگشت محشر در حد ایفون قیمت فوق العاده بدنه فلزی با کیفیت عالی و مقاوم (دو بار از دستم افتاده کف خیابون جاش مونده ولی الیاژش همون رنگه و جالبتر بدون گارد و گلس گوشی کاملا سالم مونده روی هر سطحی میذارم ولی یه دونه خط هم نیفتاده پشتش تمام منوهای پرکاربرد و نرم افزارهایی که خیلیها اضافه میکنن مثل فیلمبرداری از صفحه اسکرین شات انتی ویروس تسک منیجر دکمه مجازی و … همه روی خود رابط کاربری اورجینال هست این گوشی با این قیمت فوق العاده س حتی اگر خراب بشه یه روزی بازم من همین رو میگیرم چون گوشی ای با این امکانات جامع ندیدم البته بعضی ضعفها هم داره مثل دوربین البته فقط در نور کم یا صدای زنگ متوسط ولی با این همه حسن اصلا دیده نمیشن ,صدای زنگ,neutral,"['کلکسیونی امکانات: Positive', 
'روشن خاموش کردن: Positive', 
'قیمت: Positive', 
'بدنه فلزی: Positive', 
'کیفیت عالی و مقاوم: Positive', 
'منوهای پرکاربرد: Neutral', 
'نرم افزارهایی: Neutral', 
'دوربین: Negative', 
'صدا زنگ متوسط: Negative']"
این گوشی گوشی بدی نیست ولی نسبت به هم رده های خودش واقعا ضعیفه … … …واقعا گیج میشید وقتی دستتون میگیرید و میخایید باهاش کار کنید و واقعا از نظر رابط کاربری ضعیف عمل کرده و اصلا ارزش خرید نداره ,"گوشی, رابط کاربری","neutral, negative","['گوشی: Negative', 'رابط کاربری: Negative', 'ارزش خرید: Negative']"
این گوشی گوشی خوبی نیست با این حال که پردازنده قوی داره ولی پر از باگه اصلا زیبا نیست چون روی هر گوشی قاب میاد و اگر روی گوشی قاب بزارید به شدت زشت میشه دوربین خیلی خوبی نداره ببینید این ها در عمل کرد مشخص میشوند نه اسمی جای شما بودم اچ تی سی دیزار ۱۰ پرو رو میگرفتم یا سونی اکسپریا x که از این بهترند ممنون از سایت دیجی کالا و کار کنان محترمش برای گذاشتن نظرات و ارسال سریع محصولات و کیفیت. خوب ان ها ,"دوربین, این گوشی","negative, negative","['گوشی: Negative', 'پردازنده: Positive', 'قاب: Negative', 'دوربین: Negative']"
این گوشی یه معرکه است هیولا تو هیچی کم نمیاره دوربین خوب و راضی کننده اما … … … فقط و فقط یه ایراد بزرگ داره که برای سامسونگ با این همه سابقه و نوآوری خیلی هضمش سنگینه. کلید هوم به محض اینکه ذره ای کثیف باشه یا جرم بگیره دیگه اثرانگشت کار نمیکنه باید اونو تمیز کرد و دوباره امتحان کرد. این مورد به قدری زیاده که تقریبا جلوی همه آبروی آدمو میبره. من تعمیرکار موبایلم تمام گوشی های هواوی دارای اثرانگشت که میاد زیر دستم به نحو احسنت کار میکنه و با سرعت بسیار بالا حتی اگه روش قرمه سبزی ریخته باشه باز انگشت رو میشناسه ,"این گوشی, دوربین, سامسونگ, گوشی های هواوی","positive, positive, negative, positive","['گوشی: Negative', 'دوربین: Positive', 'کلید هوم: Negative']"
این گوشی یک میان رده عالی هست. راستی چرا توی قسمت نقد و بررسی تخصصی از قابلیت always on display چیزی گفته نشده بود ,این گوشی,positive,"'گوشی: Positive', 'قابلیت always on display: Neutral'"
این گوشی یک میان رده گرون قیمته که با خریدش بعد از یک مدت کوتاه نسبت به پولی که دادید رضایت پیدا میکنید. شارژ سربع و نگهداری شارژ بالا عالیه. طراحی لوکس و مقاومی داره. تو سایت جی اس ام نوشته طراح های اس ۸ طراحیش کردن و کاملا پلتفرم اس ۸ رو داره و خیلی بهم شبیه هستند. بخرید واقعا می ارزه. من دو ماهه دارم اسفالت ۸ که هر گوشی جواب نمیده رو نصب کردم و عالی جواب داده (بصورت همزمان با چند بازی دیگه.). دوربین ها عالی. کیفیت تصویر عالی. مقایسه سری های سامسونگ با هم کار درستی نیست. مثلا این رو با اس مقایسه نکنید چون هیچ ربطی بهم ندارن . هر سری یک کتربرد خاص و کاربر خاص خودش رو داره. ممنون ,"کیفیت تصویر, دوربین ها, این گوشی, طراحی","positive, positive, positive, positive","['گوشی: Positive', 'شارژ سربع و نگهداری شارژ: Positive', 'طراحی لوکس و مقاومی: Positive', 'پلتفرم اس ۸: Positive', 'دوربین ها: Positive', 'کیفیت تصویر: Positive']"
این گوشی یک گوشی متوسط محسوب میشه که برخی امکاناتش بارزتر هست مثلا او تی جی داره فور جی هست دوربین سلفی خوبی داره نمایشگر بزرگی داره برای کسی که اپهای زیاد و سنگین استفاده نمیکنه خوبه یه مقدار انتن دهیش ضعیفه نه خیلی زیاد! خیلی از گوشیا قفل اثرانگشت ندارن!!!!!!!!! ,این گوشی,neutral,"['گوشی: Negative', 'او تی جی: Positive', 'فور جی: Positive', 'دوربین سلفی: Positive', 'نمایشگر: Positive', 'انتن دهی: Neutral']"
این گوشیبهترین گوشی هست که دارم هم بروز هست هم قدرتمند. سیستم عاملش سریع هست و از نظرمن حنما بخرید خیلی عالیه. ,سیستم عاملش,positive,"'گوشی: Positive', 'سیستم عاملش: Positive', 'حالت بروز: Positive', 'قدرتمند: Positive'"
این گوشیرو ۳روز پیش رنگ ابی رو گرفتم گوشی دوربینش ضعیفه دریچه دیافراگمش نو رو زیاد جذب نمیکنه تو بازیهای سنگین هنگی داره حافظش کمه کاش هواوی وای ۷پرایم میخریدم ی گوشی روبه پایینه اشتباه کردم اینو خریدم بیوفته ازدست یعنی بندازی دور بهتره گلس هم خوب روش نمیخوره برادرم وای ۶دو داره ازاین بهتره و مقاوم تره. ,"دریچه دیافراگمش, این گوشیرو, حافظش, دوربینش","negative, negative, negative, negative","['گوشی: Negative', 'دوربینش: Negative', 'دریچه دیافراگمش: Negative', 'حافظش: Negative', 'هواس: Neutral', 'قیمت: Negative']"
این گوشیم من یه ساله دارم خدایی حرف نداره البته یه نگاه به سریال گوشی بکنید برا کشور های عربی تولید نشده باشه چون کیفیت پایین تره گوشی خیلی محکمیه صد بار رو اسفالت افتاده هیچیش نشده صفحه نمایش ایفون ۶ با این یکیه بزنید تو گوگل سرچ کنید فکر نکنم بد باشه باطریشم حرف نداره ,"باطریشم, گوشیم, صفحه نمایش","positive, positive, positive","['گوشی: Neutral', 'کیفیت: Negative', 'محکمی: Positive', 'صفحه نمایش: Similar', 'باتری: Positive']"
این گوشیه خوبیه از نظر دوربین عالیه از چشم بهتره اصلا هنگ تو کارش نیست کلا سونی اینطوریه باطریش خوبه آمپرش کمه ولی مصرف گوشی کمه بعضی گوشی ها آمپر ۴۰۰۰ ولی به این نمیرسن چون گوشیشون پرمصرفه خیلی زیباس و بادوام از تم گوشی خیلی خوشتون میاد ,"دوربین, باطریش, گوشیه","positive, positive, positive","['گوشی: Positive', 'دوربین: Positive', 'قابلیت کار: Neutral', 'باطری: Positive']"
